FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,FEN_After_First_Move,Evaluation,white_material,black_material,white_pieces,black_pieces
r5rk/pp3p1p/2q1pp2/1B2b3/7Q/4RP2/P1P2P1P/1R5K b - - 3 22,c6c2 b5d3 c2b1 d3b1,1506,74,89,149,advantage middlegame short,https://lichess.org/rxAM0Ak7/black#44,r5rk/pp3p1p/4pp2/1B2b3/7Q/4RP2/P1q2P1P/1R5K w - - 0 23,358,26,28,9,11
r4k1N/pp4pp/2p5/6b1/2PR2b1/4n3/PP3PPP/RN4K1 w - - 0 19,f2e3 g5e3 g1h1 e3d4,658,92,88,533,crushing fork middlegame short,https://lichess.org/VtakylJp#37,r4k1N/pp4pp/2p5/6b1/2PR2b1/4P3/PP4PP/RN4K1 b - - 0 19,-452,22,16,11,9
8/2Nn2pk/3P3p/8/pp6/8/P5PP/5K2 w - - 0 39,f1e2 b4b3 a2b3 a4a3 c7e6 a3a2,1553,74,94,2078,advancedPawn advantage endgame knightEndgame long,https://lichess.org/8yk8vFQr#77,8/2Nn2pk/3P3p/8/pp6/8/P3K1PP/8 b - - 1 39,-627,7,7,6,6
2rqr1k1/5ppp/p5B1/8/2Q3b1/PP2R1P1/5P1P/4R1K1 b - - 0 29,c8c4 e3e8 d8e8 e1e8,753,98,68,372,fork mate mateIn2 middlegame short,https://lichess.org/bjCqOdtx/black#58,3qr1k1/5ppp/p5B1/8/2r3b1/PP2R1P1/5P1P/4R1K1 w - - 0 30,2,18,26,9,9
3rkb1r/1p2npp1/p6p/n1p1Pb2/P4B1P/2P2N2/1P1N1PP1/R1K2B1R w k - 1 14,d2c4 a5b3,978,83,95,1988,mate mateIn1 middlegame oneMove,https://lichess.org/1aWZeEAE#27,3rkb1r/1p2npp1/p6p/n1p1Pb2/P1N2B1P/2P2N2/1P3PP1/R1K2B1R b k - 2 14,-1,29,28,14,13
2r2r1k/7p/p6Q/2q4N/1n6/2pPR1P1/1PP4P/6K1 b - - 4 28,c8e8 h6g7,855,89,95,410,mate mateIn1 middlegame oneMove,https://lichess.org/GAgixegm/black#56,4rr1k/7p/p6Q/2q4N/1n6/2pPR1P1/1PP4P/6K1 w - - 5 29,1,22,25,9,8
1k1r3r/ppq2p2/2Bp1B2/1Q6/4P1pp/P7/1PP2PPP/5RK1 w - - 2 22,f6e7 c7e7,1554,322,100,6,equality hangingPiece middlegame oneMove,https://lichess.org/KzyvyZsr#43,1k1r3r/ppq1Bp2/2Bp4/1Q6/4P1pp/P7/1PP2PPP/5RK1 b - - 3 22,-139,27,25,12,10
3r4/Rpkqb3/2pp1pp1/1p2p3/4P2r/2NP1PRP/1PP4K/Q7 b - - 3 25,d8h8 a1a5 c7c8 a7a8,1137,75,99,681,mate mateIn2 middlegame short,https://lichess.org/x77opKQI/black#50,7r/Rpkqb3/2pp1pp1/1p2p3/4P2r/2NP1PRP/1PP4K/Q7 w - - 4 26,2,28,29,11,12
r2qr1k1/1bp2pp1/pn1p1N1p/1p6/3P3b/1P1Q4/P1B2PPP/R1B1R1K1 b - - 2 18,d8f6 d3h7 g8f8 h7h8,1125,78,79,231,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/DTInvske/black#36,r3r1k1/1bp2pp1/pn1p1q1p/1p6/3P3b/1P1Q4/P1B2PPP/R1B1R1K1 w - - 0 19,2,31,35,12,14
1rr3k1/1p3ppp/4p3/1P2Q3/1b1R3q/5B1P/6P1/3R3K b - - 2 32,b4c3 e5b8 c8b8 d4h4,1915,73,94,13264,advantage middlegame short,https://lichess.org/YfQerSoX/black#64,1rr3k1/1p3ppp/4p3/1P2Q3/3R3q/2b2B1P/6P1/3R3K w - - 3 33,450,25,27,8,10
5rk1/2p2ppp/1pPp1qn1/2nP4/2N1P3/5PP1/2B1Q2P/r1R2RK1 b - - 6 28,f8a8 e4e5 a1c1 e5f6,1762,74,73,379,crushing middlegame short,https://lichess.org/erpD2T1g/black#56,r5k1/2p2ppp/1pPp1qn1/2nP4/2N1P3/5PP1/2B1Q2P/r1R2RK1 w - - 7 29,417,31,31,12,12
5k1r/r4pp1/1qRbp3/p7/Q2P1P2/P2B2P1/3B3P/6K1 b - - 0 26,b6b2 c6c8 f8e7 c8h8,1036,76,94,1591,crushing middlegame short skewer,https://lichess.org/blRwpk5S/black#52,5k1r/r4pp1/2Rbp3/p7/Q2P1P2/P2B2P1/1q1B3P/6K1 w - - 1 27,136,25,26,10,9
2krr3/1pp2p1p/p1b3p1/6qn/2BbP3/2N2P2/PP1BQ1PP/2RR2K1 w - - 1 19,g1h1 h5g3 h2g3 g5h5,1033,82,95,1286,clearance kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/SwJlMsWu#37,2krr3/1pp2p1p/p1b3p1/6qn/2BbP3/2N2P2/PP1BQ1PP/2RR3K b - - 2 19,-2,34,34,13,13
r1b1k2r/pp3ppp/4p3/2nq4/1n6/2Q1PN2/PP3PPP/RN2KB1R b KQkq - 2 11,b4d3 f1d3 c5d3 e1e2,1386,169,69,14,advantage opening short,https://lichess.org/ZlGuOh92/black#22,r1b1k2r/pp3ppp/4p3/2nq4/8/2QnPN2/PP3PPP/RN2KB1R w KQkq - 3 12,144,34,34,13,13
r5k1/5pp1/6r1/p1Qp1q2/3P3p/4BP2/PPR2PPP/5R1K w - - 0 21,c2e2 h4h3 c5c2 h3g2,1750,77,93,6818,advancedPawn crushing kingsideAttack middlegame short,https://lichess.org/CmnBaavG#41,r5k1/5pp1/6r1/p1Qp1q2/3P3p/4BP2/PP2RPPP/5R1K b - - 1 21,-56,29,24,12,9
Q5k1/5ppp/4p2b/rqp1P3/8/1PB1P3/2PP2PP/R5K1 b - - 0 26,a5a8 a1a8 b5b8 a8b8,572,97,67,190,backRankMate endgame mate mateIn2 short,https://lichess.org/Wr9BJ0Ag/black#52,r5k1/5ppp/4p2b/1qp1P3/8/1PB1P3/2PP2PP/R5K1 w - - 0 27,2,15,22,10,9
3r2k1/3q3p/pp3pp1/2p5/2P3nP/1P2P1Q1/PB3PP1/1R4K1 w - - 1 31,h4h5 d7d1 b1d1 d8d1,821,90,83,135,endgame kingsideAttack mate mateIn2 sacrifice short,https://lichess.org/q9YOkz8W#61,3r2k1/3q3p/pp3pp1/2p4P/2P3n1/1P2P1Q1/PB3PP1/1R4K1 b - - 0 31,-2,24,23,11,10
r1bqk2r/pp1p1pb1/4pn2/6B1/3Q2N1/6Pp/PPP2P2/RN3RK1 b kq - 0 14,f6g4 d4g7 d8g5 g7g5,1587,75,88,137,crushing hangingPiece opening short,https://lichess.org/rLpNf2a2/black#28,r1bqk2r/pp1p1pb1/4p3/6B1/3Q2n1/6Pp/PPP2P2/RN3RK1 w kq - 0 15,388,30,34,11,13
5q2/1pk3rQ/p1b2p2/4p3/3b4/1P4P1/P4PN1/3RR1K1 w - - 3 36,h7h6 g7g3 h6f8 g3g2,2092,77,84,84,crushing master middlegame pin sacrifice short,https://lichess.org/obPsUcDY#71,5q2/1pk3r1/p1b2p1Q/4p3/3b4/1P4P1/P4PN1/3RR1K1 b - - 4 36,-482,26,24,9,9
r1b2r2/ppqn1ppk/2pb4/3p2N1/3P4/2N1P3/PPP3PP/R2Q1RK1 b - - 1 14,h7g8 d1h5 d6h2 g1h1 d7f6 f1f6,1954,74,89,328,crushing defensiveMove long opening,https://lichess.org/rElOJRer/black#28,r1b2rk1/ppqn1pp1/2pb4/3p2N1/3P4/2N1P3/PPP3PP/R2Q1RK1 w - - 2 15,685,32,34,13,13
3r2k1/1p3p2/pb5p/5Np1/5rP1/2P4P/PP4P1/R2R1K2 w - - 3 31,f1e2 f4f2 e2e1 d8e8,1731,74,96,15026,crushing endgame short,https://lichess.org/VPPXCdl3#61,3r2k1/1p3p2/pb5p/5Np1/5rP1/2P4P/PP2K1P1/R2R4 b - - 4 31,-736,19,18,10,9
r5k1/1q4p1/3pNrPp/pp1P3P/1Pn1QpB1/1K6/P7/R3R3 w - - 0 33,a2a3 c4d2 b3b2 d2e4,849,93,95,1472,crushing fork middlegame short,https://lichess.org/SXKfOsyt#65,r5k1/1q4p1/3pNrPp/pp1P3P/1Pn1QpB1/PK6/8/R3R3 b - - 0 33,-452,30,28,11,11
4kR2/1b1pb2p/pQ2N3/4P1rq/3n3P/8/PPP3P1/R6K b - - 6 25,e7f8 b6d8 e8f7 d8f6 f7g8 f6f8,2337,77,93,4867,long mate mateIn3 middlegame,https://lichess.org/sACmZ8xs/black#50,4kb2/1b1p3p/pQ2N3/4P1rq/3n3P/8/PPP3P1/R6K w - - 0 26,3,23,26,10,9
r3nrk1/2q1bp2/2p1n2Q/3pPN2/8/2N3P1/P5BP/5RK1 b - - 2 23,c7e5 f5e7,961,78,87,317,hangingPiece mate mateIn1 middlegame oneMove,https://lichess.org/fJT6YkB2/black#46,r3nrk1/4bp2/2p1n2Q/3pqN2/8/2N3P1/P5BP/5RK1 w - - 0 24,1,26,31,9,10
4r3/8/8/p1p3p1/3R2k1/6N1/r5PP/3R3K b - - 0 33,c5d4 d1d4 e8e4 d4e4,680,83,100,38,endgame mate mateIn2 short,https://lichess.org/UNOXgHYT/black#66,4r3/8/8/p5p1/3p2k1/6N1/r5PP/3R3K w - - 0 34,2,10,13,5,6
1krr4/1p4p1/pq2bp2/2P1p3/4P1Pp/2Q1P2P/P7/R1R2BK1 b - - 0 28,c8c5 c3c5 b6c5 c1c5,746,101,79,217,crushing middlegame short,https://lichess.org/4tyx7FUX/black#56,1k1r4/1p4p1/pq2bp2/2r1p3/4P1Pp/2Q1P2P/P7/R1R2BK1 w - - 0 29,482,27,28,10,11
r4rk1/pp2nRpp/2p1b2q/8/3P4/P1P4P/B4QP1/5RK1 b - - 0 24,e6a2 f7f8 a8f8 f2f8,891,100,60,42,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/qO7hhHTO/black#48,r4rk1/pp2nRpp/2p4q/8/3P4/P1P4P/b4QP1/5RK1 w - - 0 25,2,24,30,9,11
r2r3k/6pp/1Q2Np2/7q/7n/6P1/PP3PK1/R4R2 w - - 0 29,g3h4 h5g4 g2h2 g4h4 h2g1 h4g4,2023,76,88,870,crushing long middlegame,https://lichess.org/E5FhaHdz#57,r2r3k/6pp/1Q2Np2/7q/7P/8/PP3PK1/R4R2 b - - 0 29,-522,26,22,9,7
8/8/8/8/5np1/1R6/5k1K/8 w - - 4 66,b3b8 g4g3 h2h1 g3g2 h1h2 g2g1q,848,79,87,137,advancedPawn endgame exposedKing long mate mateIn3 promotion,https://lichess.org/iC0URnJx#131,1R6/8/8/8/5np1/8/5k1K/8 b - - 5 66,-3,5,4,2,3
r4r1k/1p4p1/p6p/2Np3b/1P5q/P3P1b1/3Q3P/1BR2RK1 w - - 0 25,h2g3 h4g3 d2g2 g3e3 g1h2 f8f4 f1f4 e3f4,2216,95,81,30,crushing deflection exposedKing kingsideAttack middlegame veryLong,https://lichess.org/4AQFA751#49,r4r1k/1p4p1/p6p/2Np3b/1P5q/P3P1P1/3Q4/1BR2RK1 b - - 0 25,-295,29,27,10,10
2r5/6p1/p3pk1p/P2p4/1P1NnP2/4P1P1/4K2P/R7 w - - 3 39,a1a2 e4c3 e2f3 c3a2,934,81,84,164,crushing endgame fork short,https://lichess.org/Zgmsgnzj#77,2r5/6p1/p3pk1p/P2p4/1P1NnP2/4P1P1/R3K2P/8 b - - 4 39,-494,14,13,9,8
r1bn1r2/1pp1kB1p/pb2P1p1/5P2/P7/2P5/1P1B2PP/2KR1R2 b - - 0 18,g6f5 d2g5,894,75,100,135,mate mateIn1 middlegame oneMove,https://lichess.org/hWiEzcwz/black#36,r1bn1r2/1pp1kB1p/pb2P3/5p2/P7/2P5/1P1B2PP/2KR1R2 w - - 0 19,1,22,24,11,11
2r2rk1/3Q1ppp/pq2p3/1p2N3/1P3P2/P1P5/5nPP/RNB2R1K w - - 3 18,h1g1 f2h3 g1h1 b6g1 f1g1 h3f2,1346,80,85,732,doubleCheck kingsideAttack long mate mateIn3 middlegame sacrifice smotheredMate,https://lichess.org/Wz1FQRM1#35,2r2rk1/3Q1ppp/pq2p3/1p2N3/1P3P2/P1P5/5nPP/RNB2RK1 b - - 4 18,-3,34,28,13,11
4r1k1/ppp2q1p/2n5/2Pb1pp1/Q7/2P1p1P1/PP1NPP1P/4RRK1 w - - 0 20,d2f3 d5f3 e2f3 e3e2 e1e2 e8e2,2107,74,94,4725,advancedPawn advantage long middlegame,https://lichess.org/y3i8gSCu#39,4r1k1/ppp2q1p/2n5/2Pb1pp1/Q7/2P1pNP1/PP2PP1P/4RRK1 b - - 1 20,-296,30,27,13,12
r4k2/p1p2p1B/bp2p3/7p/4Nbnq/5P2/P1Q2P1P/R2R2K1 w - - 3 22,e4g3 h4h2,1164,84,79,176,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/Pas3ujMs#43,r4k2/p1p2p1B/bp2p3/7p/5bnq/5PN1/P1Q2P1P/R2R2K1 b - - 4 22,-1,29,29,10,12
2r2rk1/6pp/p3p3/2b1P3/P2NQ3/2pR1K2/5PPP/2q2B1R w - - 0 27,f3g3 c1g5 e4g4 g5e5,1832,75,79,91,advantage deflection middlegame short,https://lichess.org/fdi5buf3#53,2r2rk1/6pp/p3p3/2b1P3/P2NQ3/2pR2K1/5PPP/2q2B1R b - - 1 27,-247,30,27,11,10
8/1p6/p2k1pp1/1b2n1N1/3K2P1/7P/P7/4R3 w - - 0 39,a2a3 e5c6 d4e4 f6g5,1913,73,92,2211,advantage endgame short,https://lichess.org/1c6ftYAz#77,8/1p6/p2k1pp1/1b2n1N1/3K2P1/P6P/8/4R3 b - - 0 39,-192,11,10,6,7
3r3r/1R4R1/p4P2/1p1B4/5k2/P5p1/1P6/6K1 w - - 2 41,d5g2 d8d1 g2f1 f4f3 g7g3 f3g3,1920,74,91,536,advantage endgame long,https://lichess.org/QLeR3BgQ#81,3r3r/1R4R1/p4P2/1p6/5k2/P5p1/1P4B1/6K1 b - - 3 41,-152,16,13,7,6
rnbqkb1r/pp3p2/2p1pn1p/3p2p1/2PP3B/2N2N2/PP2PPPP/R2QKB1R w KQkq - 0 7,f3g5 h6g5,1307,91,61,75,advantage oneMove opening,https://lichess.org/JlQwlvMv#13,rnbqkb1r/pp3p2/2p1pn1p/3p2N1/2PP3B/2N5/PP2PPPP/R2QKB1R b KQkq - 0 7,-281,39,38,16,15
4rnk1/pp1brpp1/2pq1p2/8/3P3p/2PB3P/PP1QNPP1/3RR1K1 w - - 6 17,d2f4 d6f4 e2f4 e7e1 d1e1 e8e1,1238,127,82,23,advantage kingsideAttack long middlegame,https://lichess.org/NL7rcCpT#33,4rnk1/pp1brpp1/2pq1p2/8/3P1Q1p/2PB3P/PP2NPP1/3RR1K1 b - - 7 17,-637,32,32,13,13
r2q1rk1/3n4/2p1Q1p1/pp1p3p/3P3b/P1P2P2/1P1N1P2/R4KR1 b - - 1 21,f8f7 e6g6 g8h8 g6f7,2115,82,87,370,advantage deflection kingsideAttack middlegame short,https://lichess.org/BlooPVtG/black#42,r2q2k1/3n1r2/2p1Q1p1/pp1p3p/3P3b/P1P2P2/1P1N1P2/R4KR1 w - - 2 22,627,28,31,11,12
7k/1p5p/3p2p1/3Bp1rq/6b1/5PQ1/P2N3P/2R3K1 w - - 1 28,g1h1 g4e6 g3f2 e6d5,2008,76,77,81,crushing middlegame short,https://lichess.org/817v8hjV#55,7k/1p5p/3p2p1/3Bp1rq/6b1/5PQ1/P2N3P/2R4K b - - 2 28,-272,23,22,8,9
rn1q3r/pb2nkpp/1p6/1N1pQ1P1/3P3P/3p1P2/PPP5/R3K1NR b KQ - 1 16,b8c6 b5d6 d8d6 e5d6,1179,81,88,901,advantage fork middlegame short,https://lichess.org/g0tYj3dM/black#32,r2q3r/pb2nkpp/1pn5/1N1pQ1P1/3P3P/3p1P2/PPP5/R3K1NR w KQ - 2 17,281,32,34,13,13
8/p1r2k2/2p2p2/4p2P/1p6/1Pn5/P1P5/2KR3R w - - 2 30,d1g1 c3e2 c1d2 e2g1,961,84,93,154,advantage endgame fork short,https://lichess.org/0osMVcEo#59,8/p1r2k2/2p2p2/4p2P/1p6/1Pn5/P1P5/2K3RR b - - 3 30,-233,14,13,7,8
2r1NQ2/5p1k/4p1p1/3pB2p/1p1Pq3/4P1P1/5PKP/8 w - - 4 35,f2f3 c8c2 g2h3 e4f5 g3g4 f5f3 e5g3 f3g4,1872,74,91,1182,endgame mate mateIn4 veryLong,https://lichess.org/yVA5QqaU#69,2r1NQ2/5p1k/4p1p1/3pB2p/1p1Pq3/4PPP1/6KP/8 b - - 0 35,-4,20,20,9,9
3r3k/ppr3pp/8/1Q1pN3/P2P1PPq/7P/4R1K1/8 b - - 4 45,c7c3 e5f3 h4f6 e2e8 f6f8 e8f8,2292,77,94,1286,advantage clearance endgame long,https://lichess.org/IXNrX54j/black#90,3r3k/pp4pp/8/1Q1pN3/P2P1PPq/2r4P/4R1K1/8 w - - 5 46,475,22,24,9,9
3n2k1/1pp3pp/1b6/p2p4/3P4/P1P3PP/1P4P1/4R1K1 b - - 0 24,d8f7 e1e8,610,99,81,429,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/M0ypaoNc/black#48,6k1/1pp2npp/1b6/p2p4/3P4/P1P3PP/1P4P1/4R1K1 w - - 1 25,1,12,12,9,9
6rk/6Rp/2Q3p1/4p1P1/8/4q3/1r4PP/5R1K b - - 1 26,g8g7 f1f8 g7g8 c6f6,1411,77,80,491,endgame mate mateIn2 short,https://lichess.org/Vro6z730/black#52,7k/6rp/2Q3p1/4p1P1/8/4q3/1r4PP/5R1K w - - 0 27,2,17,22,6,7
4r1r1/7k/4p3/1p1pB1Rp/3P3P/2b2P2/6R1/6K1 b - - 4 36,b5b4 g5h5,1414,99,60,180,endgame mate mateIn1 oneMove,https://lichess.org/PLi6xfJz/black#72,4r1r1/7k/4p3/3pB1Rp/1p1P3P/2b2P2/6R1/6K1 w - - 0 37,1,16,17,7,8
r7/1pp3k1/3pB1pb/p2P3P/P1PQpr1q/6NP/1P3P2/4K2R b K - 1 27,g7h7 h5g6 h7g6 h1g1 h6g5 g3f5 h4f2 d4f2,2151,103,50,27,crushing middlegame quietMove veryLong,https://lichess.org/kb0q7Aqm/black#54,r7/1pp4k/3pB1pb/p2P3P/P1PQpr1q/6NP/1P3P2/4K2R w K - 2 28,174,27,28,12,11
1r4k1/3bb2P/pq5B/2p1P3/2P3Q1/P2P2P1/2p4P/5RK1 b - - 0 26,g8h7 g4g7,902,79,95,221,mate mateIn1 middlegame oneMove,https://lichess.org/EdJqIZrU/black#52,1r6/3bb2k/pq5B/2p1P3/2P3Q1/P2P2P1/2p4P/5RK1 w - - 0 27,1,23,23,10,8
r5k1/3p1pp1/pQb1r3/4p2p/1P2P3/P2P4/2P1nPPP/R4R1K w - - 0 22,g2g3 c6e4 d3e4 e6b6,1414,122,64,34,crushing discoveredAttack middlegame short,https://lichess.org/9Q6zL40V#43,r5k1/3p1pp1/pQb1r3/4p2p/1P2P3/P2P2P1/2P1nP1P/R4R1K b - - 0 22,-411,27,22,12,11
8/8/1n6/4P3/pNk3K1/6P1/1P6/8 w - - 3 66,e5e6 c4b4 e6e7 b6d5,1972,75,92,648,crushing endgame hangingPiece knightEndgame master short,https://lichess.org/T5dcmVDp#131,8/8/1n2P3/8/pNk3K1/6P1/1P6/8 b - - 0 66,-117,6,4,5,3
8/2r3p1/7p/4k2P/6P1/R1p2P2/2K5/8 w - - 3 55,a3c3 c7c3 c2c3 e5f4 c3d4 f4f3 g4g5 h6g5,1212,75,90,80,crushing endgame rookEndgame veryLong,https://lichess.org/ou6z8K4g#109,8/2r3p1/7p/4k2P/6P1/2R2P2/2K5/8 b - - 0 55,-653,8,7,5,4
r1bq1rk1/pp2bppp/2p2n2/3p4/B1PPn3/5N1P/PP1NQPP1/R1B2RK1 b - - 0 11,d5c4 d2e4 f6e4 e2e4,1223,79,86,85,advantage opening short,https://lichess.org/JWwYbiEq/black#22,r1bq1rk1/pp2bppp/2p2n2/8/B1pPn3/5N1P/PP1NQPP1/R1B2RK1 w - - 0 12,403,37,38,14,15
6k1/7p/2p3rP/8/1p5R/pP2p3/P1P5/2K5 w - - 0 38,h4b4 g6g1,1467,469,54,5,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/hubJ3hRY#75,6k1/7p/2p3rP/8/1R6/pP2p3/P1P5/2K5 b - - 0 38,-1,9,9,6,6
6k1/6p1/4Pq1p/2p1pP2/2PRQ1P1/1P6/r1B4P/7K b - - 0 43,e5d4 e6e7 f6e7 e4e7,1333,75,92,6925,advancedPawn crushing endgame short,https://lichess.org/trsb9Oor/black#86,6k1/6p1/4Pq1p/2p2P2/2PpQ1P1/1P6/r1B4P/7K w - - 0 44,525,18,18,9,7
2r3k1/R5p1/4p1pp/8/7r/1P6/P4PP1/3R2K1 w - - 0 32,d1d7 c8c1 d7d1 c1d1,400,103,83,452,endgame mate mateIn2 rookEndgame short,https://lichess.org/ZcXdV6Vu#63,2r3k1/R2R2p1/4p1pp/8/7r/1P6/P4PP1/6K1 b - - 1 32,-2,14,14,7,7
2k2r2/pppn2p1/3b4/6n1/3P2q1/2P5/PP2R3/RN1KQ3 b - - 6 28,g5f3 e2e8 f8e8 e1e8,504,100,80,408,mate mateIn2 middlegame queensideAttack short,https://lichess.org/hk60YEKo/black#56,2k2r2/pppn2p1/3b4/8/3P2q1/2P2n2/PP2R3/RN1KQ3 w - - 7 29,2,26,27,9,10
5r1R/ppp1k3/6Q1/4P3/5r2/P2P4/1P1q1BK1/4R3 w - - 6 37,h8h7 e7d8 g2h1 d2f2 g6g5 d8c8,2368,76,72,105,crushing defensiveMove long middlegame pin,https://lichess.org/xwSdQI9N#73,5r2/ppp1k2R/6Q1/4P3/5r2/P2P4/1P1q1BK1/4R3 b - - 7 37,-190,26,22,9,7
2k4r/1p6/p3p2p/3pPn2/5R2/1P5P/PB5K/8 b - - 0 29,c8d7 f4f5 e6f5 e5e6 d7e6 b2h8,989,75,90,519,advantage discoveredAttack endgame long sacrifice,https://lichess.org/YHsigfBD/black#58,7r/1p1k4/p3p2p/3pPn2/5R2/1P5P/PB5K/8 w - - 1 30,409,12,13,7,8
3rr1k1/1bq1bppp/5N2/p1p5/P1Pp4/1P4PP/1B2QPB1/3RR1K1 b - - 0 21,e7f6 e2e8 d8e8 e1e8,666,100,73,119,backRankMate mate mateIn2 middlegame short,https://lichess.org/Tld0znbH/black#42,3rr1k1/1bq2ppp/5b2/p1p5/P1Pp4/1P4PP/1B2QPB1/3RR1K1 w - - 0 22,2,31,31,12,12
r1bq1r1k/ppp2Bp1/2np2Qp/2b1pPN1/4P3/2Nn4/PPP1K1PP/R1B4R b - - 5 14,d3f4 c1f4 d8g5 f4g5,1186,75,97,3421,crushing middlegame short,https://lichess.org/42P1VYvS/black#28,r1bq1r1k/ppp2Bp1/2np2Qp/2b1pPN1/4Pn2/2N5/PPP1K1PP/R1B4R w - - 6 15,709,38,38,15,15
rn2nrk1/pp2q1bp/2pp2p1/5bP1/2P1BP2/2NP4/PP1BQ3/R3K1NR b KQ - 4 15,g7c3 e4d5 c6d5 e2e7,1764,75,96,10741,crushing discoveredAttack kingsideAttack middlegame short,https://lichess.org/kYtAU2Gb/black#30,rn2nrk1/pp2q2p/2pp2p1/5bP1/2P1BP2/2bP4/PP1BQ3/R3K1NR w KQ - 0 16,406,34,37,13,14
r1b4r/2p2pk1/p1P2q2/1pQPp2p/4P1p1/3N1P2/P1B1n1PP/1R3RK1 w - - 2 27,g1h1 f6h4 f1f2 g4g3 h2h3 g3f2,2302,83,86,379,advancedPawn crushing long middlegame,https://lichess.org/baZkugmz#53,r1b4r/2p2pk1/p1P2q2/1pQPp2p/4P1p1/3N1P2/P1B1n1PP/1R3R1K b - - 3 27,-176,32,32,13,13
1r4k1/6pQ/1q2pr1p/1p1pb3/p7/P1PB3P/1P4P1/R4R1K b - - 3 33,g8f7 d3g6 f7e7 h7g7 e7d6 f1f6,1893,75,92,426,crushing deflection long middlegame,https://lichess.org/HNXnlSZt/black#66,1r6/5kpQ/1q2pr1p/1p1pb3/p7/P1PB3P/1P4P1/R4R1K w - - 4 34,483,27,28,10,11
rnb1kb1r/pp3p2/3p3p/qB2p1p1/4n3/2N2NB1/PPP2PPP/R2QK2R b KQkq - 3 10,c8d7 d1d5 d7b5 g3e5,2586,104,70,93,advantage opening sacrifice short,https://lichess.org/NY247VfU/black#20,rn2kb1r/pp1b1p2/3p3p/qB2p1p1/4n3/2N2NB1/PPP2PPP/R2QK2R w KQkq - 4 11,203,37,38,14,15
3r2k1/p3bppp/b1p2n2/2P1p3/1p2P3/1N3P2/PP4PP/RNB3K1 w - - 0 17,c1e3 d8d1 g1f2 d1f1,1193,77,90,5996,crushing kingsideAttack middlegame short,https://lichess.org/ombrknxp#33,3r2k1/p3bppp/b1p2n2/2P1p3/1p2P3/1N2BP2/PP4PP/RN4K1 b - - 1 17,-508,21,21,12,12
2b1r1k1/4r1pp/p7/1p1p1p2/P2P1b2/2PQB1Pq/1P1N3P/R3R1K1 w - - 0 21,e3f4 e7e1 a1e1 e8e1,628,86,85,350,crushing kingsideAttack middlegame short,https://lichess.org/7zJzRM7c#41,2b1r1k1/4r1pp/p7/1p1p1p2/P2P1B2/2PQ2Pq/1P1N3P/R3R1K1 b - - 0 21,-352,31,28,12,11
8/7p/2p5/3q1pQ1/4p3/5kPP/3P1P2/6K1 b - - 2 35,d5d3 g5h5,1998,75,89,1867,endgame mate mateIn1 oneMove queenEndgame,https://lichess.org/acB1djfT/black#70,8/7p/2p5/5pQ1/4p3/3q1kPP/3P1P2/6K1 w - - 3 36,1,13,13,6,6
2r3k1/2r2p2/p3pp1p/1p1p4/2n5/P1R4P/1P3KP1/1B1NR3 b - - 3 28,c4b2 c3g3 g8f8 d1b2,2259,75,92,4295,advantage intermezzo master middlegame short,https://lichess.org/Kr3UTOMC/black#56,2r3k1/2r2p2/p3pp1p/1p1p4/8/P1R4P/1n3KP1/1B1NR3 w - - 0 29,331,19,20,8,11
r1b2rk1/pp2qppp/1bp2n2/4P1B1/B7/2P5/P4PPP/RN1QR1K1 b - - 0 14,e7c5 g5e3 c5e5 e3b6,1898,75,91,432,advantage middlegame short,https://lichess.org/qGqMmMKd/black#28,r1b2rk1/pp3ppp/1bp2n2/2q1P1B1/B7/2P5/P4PPP/RN1QR1K1 w - - 1 15,306,34,34,13,13
2r1Q1k1/1b3ppp/pp6/3q4/1P6/P2P4/5PPP/2R1R1K1 b - - 2 23,c8e8 e1e8,910,158,67,23,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/qw70jezq/black#46,4r1k1/1b3ppp/pp6/3q4/1P6/P2P4/5PPP/2R1R1K1 w - - 0 24,1,16,22,9,9
2r2rk1/4pp1p/p2q2p1/1p1NR3/3P4/P4Q1P/1n3PP1/R5K1 b - - 3 22,e7e6 d5f6 g8g7 f6h5,2165,79,89,1731,advantage kingsideAttack middlegame short,https://lichess.org/8r8eveK6/black#44,2r2rk1/5p1p/p2qp1p1/1p1NR3/3P4/P4Q1P/1n3PP1/R5K1 w - - 0 23,483,27,28,10,11
8/5BRR/npp3b1/6k1/p2q4/5P2/P5K1/8 b - - 22 51,d4g7 h7g7 g5f6 g7g6,1190,77,81,235,advantage endgame hangingPiece short,https://lichess.org/lP4C51w3/black#102,8/5BqR/npp3b1/6k1/p7/5P2/P5K1/8 w - - 0 52,402,10,18,5,7
